Region,Month,Slope,Intercept,Std Coef,Std Intercept,Slope in Original Units,Intercept in Original Units,Std Coef in Original Units,Std Intercept in Original Units,R-Value,P-Value,Scaler X Mean,Scaler X Scale,Scaler Y Mean,Scaler Y Scale
WY,Jan,0.19075371883261766,8.667428481033918e-16,0.1533060877946968,0.1533060877946968,1.3887657172181445,-5.418215736105926,1.116131524318698,15.968970122687976,0.19075371883261766,0.22046771740560114,14.305035770328166,0.26156118826349667,-2.6894769648822088,1.904273287242839
WY,Feb,-0.05376361922835965,-2.679507673866811e-16,0.15594788632725434,0.15594788632725434,-0.49354114663469695,-0.4006711418994551,1.4315758451137068,20.482166663052652,-0.05376361922835965,0.7320417880798289,14.305035770328166,0.26156118826349667,-1.169761638103443,2.401088517169729
WY,Mar,0.06656938826417204,2.895812575440093e-16,0.1558273369474997,0.1558273369474997,0.5249506078072304,3.5650913318252875,1.22881789027342,17.581222058913564,0.06656938826417205,0.671469119050972,14.305035770328166,0.26156118826349667,4.517368812153133,2.062610282864851
WY,Apr,-0.10507352367391236,-1.280821447031759e-15,0.15530925518750094,0.15530925518750094,-0.8027063656955605,10.701223794550858,1.1864808891090395,16.975488512330973,-0.10507352367391236,0.5024945368598523,14.305035770328166,0.26156118826349667,9.198143279881117,1.9981896818230696
WY,May,-0.24513645705698545,-1.6294315638411273e-16,0.15140867950614278,0.15140867950614278,-1.8063345344849553,18.075517639841166,1.1156836069843845,15.962561578199052,-0.2451364570569855,0.11310698289958487,14.305035770328166,0.26156118826349667,14.568831853029474,1.9273632853861609
WY,Jun,0.2379327731845887,2.244217045743033e-15,0.15168870526024356,0.15168870526024356,2.0373912203130775,17.97377310388999,1.298893095648145,18.58381793277644,0.23793277318458875,0.12443708087230776,14.305035770328166,0.26156118826349667,21.377409935228908,2.2397186457759535
WY,Jul,0.42753465582290956,1.4808137941807818e-15,0.1411809181874566,0.1411809181874566,2.902559137725229,20.098107176826197,0.9584859579832022,13.71346771644384,0.42753465582290967,0.004241523936500607,14.305035770328166,0.26156118826349667,26.21400572142786,1.7757550334889118
WY,Aug,0.1775085466389495,-7.423373976091648e-16,0.15369360681993313,0.15369360681993313,0.8811305641902212,22.667629263607864,0.7629161358924816,10.915366795701125,0.1775085466389495,0.25479766001333953,14.305035770328166,0.26156118826349667,25.206895372817,1.2983575255880615
WY,Sep,0.5257201849583162,1.7118515858167033e-15,0.13285039147590896,0.13285039147590896,3.7166392203120275,11.995236374697187,0.9392010988361031,13.437551005168928,0.5257201849583164,0.0002942341372164359,14.305035770328166,0.26156118826349667,19.51568242570944,1.8491368576395992
WY,Oct,-0.014711189326428328,1.14923044184726e-15,0.15615686148233987,0.15615686148233987,-0.11770280260104757,11.181304450999658,1.249395941688789,17.87564102395064,-0.014711189326428328,0.9254030155993234,14.305035770328166,0.26156118826349667,10.97086036146103,2.0927257631690286
WY,Nov,0.32711144798228536,1.6626486412758277e-15,0.14758198222690574,0.14758198222690574,3.2040996411766285,-1.9413699357127672,1.4455849198007042,20.682600474166193,0.3271114479822855,0.03226613011533451,14.305035770328166,0.26156118826349667,2.737971028557666,2.5620262287677185
